Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","Mattone stampato su un lato","I secolo a.C. – I secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2703_Ca012.jpg"
"","Mattone piatto stampato su due lati","I secolo a.C. – I secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2700_Ca013.jpg"
"","Mattone stampato su un lato","I secolo a.C. – I secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2701_Ca014.jpg"
"","Pilastro stampato su tre lati e con capitello configurato","I secolo a.C. – I secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2697_Ca015.jpg"
"","Pilastro stampato su tre lati e con capitello configurato","I secolo a.C. – I secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2707_Ca016.jpg"
"","Il Fuji di mattina a Hara","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2687_Jx159.jpg"
"","Il Fuji a sinistra - a Yoshiwara","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2709_Jx160.jpg"
"","Cavallo morello","II secolo a.C.","terracotta grigia - finitura grigio scuro e pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2708_Cc124.jpg"
"","Cavallo morello","II secolo a.C.","terracotta grigia - finitura grigio scuro e pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2711_Cc125.jpg"
"","Cavallo morello chiaro","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2712_Cc126.JPG"
"","Cavallo e cavaliere corazzato","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2712_Cc127.jpg"
"","Cavallo e cavaliere corazzato","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2714_Cc128.jpg"
"","Cavallo e cavaliere con faretra","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2715_Cc129.jpg"
"","Cavallo con muso pronunciato e cavaliere","II secolo a.C.","terracotta grigia - pigmenti policromi, 'lancia' di bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2716_Cc130.jpg"
"","Cavallo e cavaliere con piccola faretra","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2716_Cc131.jpg"
"","Cavallo tarchiato e cavaliere corazzato","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2717_Cc132.JPG"
"","Cavallo tarchiato e cavaliere corazzato","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2719_Cc133.JPG"
"","Cavallo e cavaliere","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2718_Cc134.JPG"
"","Cavallo e cavaliere con faretra","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2716_Cc135.JPG"
"","Cavallo e cavaliere","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2721_Cc136.JPG"
"","Cavallo dalle lunghe zampe e cavaliere montante a pelo","II secolo a.C.","terracotta grigia - pigmenti policromi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2723_Cc137.jpg"
"","Fante con corazza","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2724_Cc138.jpg"
"","Fante con corazza","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2725_Cc139.jpg"
"","Fante con corazza","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2726_Cc140.jpg"
"","Fante con faretra","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2727_Cc141.jpg"
"","Fante","II secolo a.C.","terracotta grigia parzialmente dipinta con pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2728_Cc143.jpg"
"","Fante","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2728_Cc142.jpg"
"","Fante con faretra","II secolo a.C.","terracotta grigia parzialmente dipinta con pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2729_Cc144.jpg"
"","Fante con faretra","II secolo a.C.","terracotta grigia parzialmente dipinta con pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2729_Cc145.jpg"
"","Fante","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2730_Cc146.jpg"
"","Fante con faretra","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti policromi. Realizzata a stampo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2728_Cc147.jpg"
"","Neve notturna a Kambara","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2709_Jx161.jpg"
"","La scogliera di Satta a Yui","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2687_Jx162.jpg"
"","Il fiume Okitsu a Okitsu","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2680_Jx163.jpg"
"","Veduta in lontananza di Miho - da Ejiri","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2710_Jx164.jpg"
"","Il fiume Abe a Fuchū","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2740_Jx165.jpg"
"","La famosa casa da tè a Mariko","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2743_Jx166.jpg"
"","Sulla sponda opposta del fiume Ōi a Kanaya","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2747_Jx170.jpg"
"","La montagna centrale di Sayo a Nissaka","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2746_Jx171.jpg"
"","Veduta in lontananza del monte Akiba - da Kakegawa","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2747_Jx172.jpg"
"","Scena all'esterno di una casa da tè - a Fukuroi","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2750_Jx173.jpg"
"","Scena sul fiume Tenryū a Mitsuke","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2749_Jx174.jpg"
"","Danzatrice","II secolo a.C. (?)","terracotta grigia - ingobbio bianco e pigmenti policromi.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2738_Cc152.jpg"
"","Servitore stante","II-I secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2753_Cc153a.jpg"
"","Servitrice stante","II-I secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2754_Cc153b.jpg"
"","Servitrice inginocchiata","II-I secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2755_Cc154a.jpg"
"","Servitrice inginocchiata","II-I secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2756_Cc154b.jpg"
"","Servitore stante","II secolo a.C. (?)","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2756_Cc155a.jpg"
"","Servitore stante","II secolo a.C. (?)","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2758_Cc155b.jpg"
"","Servitore stante","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2758_Cc156.jpg"
"","Servitore stante","II secolo a.C.","terracotta grigia - ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2760_Cc157.jpg"
"","Uomo stante","II secolo a.C. (?)","terracotta grigia - pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2761_Cc158.jpg"
"","Uomo stante","II secolo a.C. (?)","terracotta grigia - pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2762_Cc159.jpg"
"","Cavallo e cavaliere spoglio","seconda metà II secolo a.C.","terracotta grigia - ingobbio rosato - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2763_Cc160.jpg"
"","Cavaliere spoglio","II-I secolo a.C.","terracotta grigia - ingobbio rosato - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2764_Cc161.jpg"
"","Statuina nuda maschile","II-I secolo a.C.","terracotta grigia - ingobbio rosato - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2765_Cc162.jpg"
"","Statuina nuda maschile","II-I secolo a.C.","terracotta grigia - ingobbio rosato - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2766_Cc163.jpg"
"","Statuina nuda maschile","II-I secolo a.C.","terracotta grigia - ingobbio rosato - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2766_Cc164.jpg"
"","Palafreniere (?)","I secolo a.C. - I secolo d.C.","terracotta rossa - doppia invetriatura ambra-marrone e bianco-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2764_Cc165.jpg"
"","Cavallo e cavaliere con mantello e cappuccio","I secolo a.C. - I secolo d.C.","terracotta rossa - invetriatura ambra-marrone e ingobbio (?) bianco","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2769_Cc166.jpg"
"","Danzatore che esegue la "danza dei piatti" (panwu)","fine I secolo a.C. - inizio I secolo d.C.","terracotta rossa - doppia invetriatura marrone e bianco-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2769_Cc167.jpg"
"","Danzatore che esegue la "danza dei piatti" (panwu)","fine I secolo a.C. - inizio I secolo d.C. (?)","terracotta rossa - doppia invetriatura ambra e bianco-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2771_Cc168.jpg"
"","Danzatore o pagliaccio","inizio I secolo d.C.","terracotta rossa - doppia invetriatura ambra-marrone e bianco-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2772_Cc169.jpg"
"","Cavallo con ciuffo a forma di foglia","I secolo d.C.","terracotta rossa - invetriatura ocra - verde e bianca","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2773_Cc170.jpg"
"","Cavallo con ciuffo a forma di foglia","I secolo d.C.","terracotta rossa - invetriatura ocra - verde e bianca","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2774_Cc171.jpg"
"","Personaggio seduto con berretto piatto","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata - verde e giallastra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2775_Cc172a.jpg"
"","Personaggio seduto con alta acconciatura","I secolo d.C.","terracotta rossa - invetriatura marrone e bianco crema","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2776_Cc172b.jpg"
"","Personaggio seduto con berretto piatto","I secolo d.C.","terracotta rossa - invetriatura marrone-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2776_Cc172c.jpg"
"","Suonatore di siringa (paixiao)","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2776_Cc173a.jpg"
"","Suonatore di siringa (paixiao)","I secolo d.C.","terracotta grigia (?) - invetriatura marrone-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2779_Cc173b.jpg"
"","Personaggio seduto con bicchiere in mano","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2784_Cc175b.jpg"
"","Personaggio seduto con alto copricapo","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2785_Cc175c.JPG"
"","Personaggio seduto con braccio alzato","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2786_Cc175d.jpg"
"","Personaggio seduto con berretto squadrato","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2787_Cc175e.JPG"
"","Personaggio seduto con alto copricapo","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2786_Cc176.jpg"
"","Personaggio seduto con braccio in avanti","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2789_Cc177.jpg"
"","Personaggio seduto con bicchiere in mano","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2790_Cc178a.jpg"
"","Personaggio seduto con berretto squadrato","I secolo d.C.","terracotta rossa - invetriatura marrone ambrata e verde chiaro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2791_Cc178b.jpg"
"","Riparo con macina e pestello","I secolo d.C.","terracotta rosata - invetriatura verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2784_Cc179.jpg"
"","Cavallo e cavaliere con pugnale e scudo","I-II secolo d.C.","terracotta grigia - pigmento rosso-marrone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2764_Cc180.jpg"
"","Vasca con tartaruga e pesce sul bordo","I-II secolo d.C.","terracotta rossa - invetriatura verde pallido iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2793_Cc181.jpg"
"","Bacino d'invaso con animali acquatici","I-II secolo d.C.","terracotta rossa - invetriatura verde pallido e verde ambra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2795_Cc182.jpg"
"","Modellino di porcile con due maiali","I-II secolo d.C.","terracotta beige-rosata - invetriatura verde leggermente iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2796_Cc183.jpg"
"","Modellino di porcile con un maiale","I-II secolo d.C.","terracotta rossa - invetriatura verde scura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2797_Cc184.jpg"
"","Recinto circolare con due montoni","I-II secolo d.C.","terracotta beige - invetriatura verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2796_Cc185.jpg"
"","Cavallo con ciuffo rotondo","seconda metà II - inizio III secolo d.C.","terracotta rossa - invetriatura ambra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2794_Cc186.jpg"
"","Cavallo con carrozza e cocchiere","II - inizio III secolo d.C.","terracotta rossa - invetriature miste ambra - verde - marrone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2800_Cc187.jpg"
"","Gru (tsuru) - parte sinistra","XVII sec.","Inchiostro - tempera e 'gofun' su foglia d'oro, supporto di carta. Montatura su struttura in legno laccato con borchie metalliche - bordo di seta damascata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2233_Jp08a-left.jpg"
"","Gru (tsuru) - parte destra","XVII sec.","Inchiostro - tempera e 'gofun' su foglia d'oro, supporto di carta. Montatura su struttura in legno laccato con borchie metalliche - bordo di seta damascata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2802_Jp08b-right.jpg"
"","Boschetto d'invenzione","prima metà  XVIII sec.","Inchiostro e tempera su carta. Montatura su struttura in legno laccato con borchie metalliche decorate a cloisonné - bordo di seta damascata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2802_Jp09.jpg"
"","Cespugli di crisantemi - parte sinistra","inizio XVII sec.","Inchiostro - tempera e 'gofun' su carta. Montatura su struttura in legno laccato con borchie metalliche - bordo di seta damascata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2802_Jp10a-sx.jpg"
"","Cespugli di crisantemi - parte destra","inizio XVII sec.","Inchiostro - tempera e 'gofun' su carta. Montatura su struttura in legno laccato con borchie metalliche - bordo di seta damascata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2805_Jp10b-dx.jpg"
"","Scena di desolazione invernale a Hamamatsu","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2752_Jx175.jpg"
"","Veduta reale di Imagiri da Maisaka","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2807_Jx176.jpg"
"","Scena di traghetto ad Arai","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2808_Jx177.jpg"
"","Scena dal pendio di Shiomi presso Shirasuka","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2808_Jx178.jpg"
"","La distesa di Saruga a Futagawa","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2810_Jx179.jpg"
"","Il ponte sul fiume Toyokawa a Yoshida","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2811_Jx180.jpg"
"","Viaggiatori fermati dalle donne di Goyu","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2812_Jx181.jpg"
"","Scena dell'andar per donne nelle locande di Akasaka","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2812_Jx182.jpg"
"","Scena di entrata a Fujikawa","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2809_Jx183.jpg"
"","Il ponte sullo Yahagi a Okazaki","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2814_Jx184.jpg"
"","Il mercato dei cavalli all'inizio dell'estate a Chirifu (Chiryū)","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2814_Jx185.jpg"
"","I famosi tessuti a tintura annodata di Arimatsu presso Narumi","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2817_Jx186.jpg"
"","Festa nel santuario di Atsuta a Miya","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2817_Jx187.jpg"
"","L'inizio del traghetto dei 28 chilometri a Kuwana","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2819_Jx188.jpg"
"","Confluenza di tre fiumi a Yokkaichi","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2820_Jx189.jpg"
"","Il tempio del Bhaiṣajyaguru di pietra a Ishiyakushi","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2821_Jx190.jpg"
"","Pioggia bianca a Shōno","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2822_Jx191.jpg"
"","Sereno dopo la neve a Kameyama","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2823_Jx192.jpg"
"","Partenza di buon'ora dalla locanda per funzionari a Seki","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2823_Jx193.jpg"
"","I picchi di Fudesute a Sakanoshita","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2825_Jx194.jpg"
"","Pioggia primaverile a Tsuchiyama","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2826_Jx195.jpg"
"","Le famose scagliette di zucca secca di Minakuchi","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2827_Jx196.jpg"
"","Il villaggio di Mekawa a Ishibe","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2828_Jx197.jpg"
"","Il famoso luogo di sosta a Kusatsu","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2829_Jx198.jpg"
"","La casa da tè Hashiri-i di Ōtsu","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2829_Jx199.jpg"
"","Il grande ponte Sanjō a Keishi (Kyōto)","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2831_Jx200.jpg"
"","'Take' (Bambù)","secondo quarto XVII secolo","inchiostro su carta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2350_Jd38.JPG"
"","'Matsuzuki' (Luna tra i pini)","XVII secolo","inchiostro su carta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2833_Jd39.JPG"
"","Gibbone e luna riflessa nell'acqua","fine XVI secolo","inchiostro su carta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno laccato (bosso?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2834_Jd40.JPG"
"","Paesaggio con pagoda e capanne","metà XVII secolo","inchiostro su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno scuro laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2834_Jd41.JPG"
"","Airone su bambù innevato","fine XVII secolo","inchiostro su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in osso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2836_Jd42.JPG"
"","La raccolta delle conchiglie","prima metà XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2837_Jd43.JPG"
"","Pesce palla (Fugu)","prima metà XIX secolo","inchiostro su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno (?) sagomato laccato di nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2838_Jd44.JPG"
"","Una miriade di gru nella palude","primo quarto XIX secolo","inchiostro e colori tenui su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno scuro laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2839_Jd45.JPG"
"","Albero di ciliegio fiorito","inizio XIX secolo","inchiostro - colori e gofun su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2840_Jd46.JPG"
"","Coppia di carpe (koi) nello stagno","terzo quarto XVIII secolo","inchiostro e colori su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2841_Jd47.JPG"
"","Gallo e gallina","terzo quarto XVIII secolo / metà XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2842_Jd48.JPG"
"","Macaco su roccia e vespa","inizio XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2843_Jd49.JPG"
"","Letterato osserva la luna da un padiglione sull’acqua","prima metà XIX secolo","inchiostro e colori tenui su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in avorio","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2844_Jd50.JPG"
"","Dama di corte di periodo classico (Heian)","metà XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in avorio","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2845_Jd51.JPG"
"","Due paesaggi in primavera e in inverno","prima metà XIX secolo","inchiostro e colori tenui su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2846_Jd52a.JPG"
"","Due paesaggi in primavera e in inverno","prima metà XIX secolo","inchiostro e colori tenui su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2847_Jd52b.JPG"
"","Sugawara no Michizane che cavalca un bufalo","prima metà XIX secolo","inchiostro e colori su carta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2846_Jd53.JPG"
"","Matrimonio delle volpi sotto la pioggia","fine XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2849_Jd54.JPG"
"","Coppie di germani reali e di anatre mandarine","terzo quarto XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno chiaro laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2847_Jd55a.JPG"
"","Coppie di germani reali e di anatre mandarine","terzo quarto XIX secolo","inchiostro e colori su seta, montatura con bordo di seta damascata, bastone inferiore con estremità in legno chiaro laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2851_Jd55b.JPG"
"","Studio per dipingere piante di orchidea","terzo quarto XIX secolo","inchiostro su carta, montatura con bordo sottile di carta gialla","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2850_Jd56_06.JPG"
"","Studi di paesaggi e di fiori e uccelli","terzo quarto XIX secolo","inchiostro e colori tenui su carta, montatura con bordo di carta bianca","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2853_Jd57_01.jpg"
"","Scena dal Genji Monogatari (1 di 5)","XIX secolo","inchiostro - colori e polvere d’oro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2847_Jv26a.jpg"
"","Scena dal Genji Monogatari (2 di 5)","XIX secolo","inchiostro - colori e polvere d’oro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2855_Jv26b.jpg"
